timestamp,current_task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 07:14:08,0,39,1.0,0.9720243167306033,1.0,-1,-1,-1.0,-1,-1,-1.0,1.0,0.9720243167306033,1.0
2025-12-27 07:15:59,1,39,1.0,0.9773459749517767,1.0,0.8295739348370927,0.9138313819062511,1.0,-1,-1,-1.0,0.9147869674185464,0.945588678429014,1.0
2025-12-27 07:17:40,2,39,1.0,0.9800184648095461,1.0,0.8279030910609858,0.9223970457715202,1.0,0.75625,0.9028025460479234,1.0,0.8613843636869953,0.9350726855429965,1.0
