timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 12:19:48,3,59,1.0,0.9626554585279736,1.0,0.9926911544227885,0.9750607771964035,1.0,0.9505384922217791,0.9852923561832284,1.0,0.9851524879614766,0.981297307316364,1.0,0.9820955336515111,0.9760764748059924,1.0
