Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9664,1.0000,0.4737
1,cable,100.00,0.9873,0.9760,0.9932,0.6636
2,capsule,100.00,0.9641,0.9850,0.9908,0.3248
3,carpet,100.00,0.9884,0.9797,0.9967,0.3823
4,grid,100.00,0.9967,0.9753,0.9988,0.2083
5,hazelnut,100.00,1.0000,0.9849,1.0000,0.5301
6,leather,100.00,1.0000,0.9834,1.0000,0.2472
7,metal_nut,100.00,1.0000,0.9845,1.0000,0.8709
8,pill,100.00,0.9883,0.9890,0.9980,0.8221
9,screw,100.00,0.9287,0.9833,0.9734,0.2028
10,tile,100.00,1.0000,0.9547,1.0000,0.6285
11,toothbrush,100.00,0.8778,0.9809,0.9439,0.4672
12,transistor,100.00,0.9962,0.9665,0.9939,0.6548
13,wood,100.00,0.9868,0.9216,0.9960,0.3405
14,zipper,100.00,0.9890,0.9733,0.9971,0.2945
Mean,Overall,100.00,0.9802*,0.9736*,0.9921*,0.4741*
