timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 00:14:27,4,59,1.0,0.9663907910543171,1.0,0.9872563718140929,0.9760076115833176,1.0,0.9641005185480654,0.9849635931269224,1.0,0.9883627608346709,0.9797104897508112,1.0,0.9966583124477861,0.9753208440884299,1.0,0.987275592728923,0.9764786659207596,1.0
