timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 14:54:43,5,39,0.9992063492063492,0.9460442863497822,1.0,0.8646926536731634,0.9074529957606732,1.0,0.655364978061428,0.9297047253682527,1.0,0.9626805778491171,0.9589762968725766,1.0,0.822890559732665,0.9016920497543018,1.0,0.9503571428571428,0.9654649836780009,1.0,0.8758653768966442,0.9348892229639313,1.0
