timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 15:02:04,8,39,0.9992063492063492,0.9467317402998042,1.0,0.8601949025487257,0.9074813356091006,1.0,0.6557638611886717,0.9303852704636951,1.0,0.9622792937399679,0.9593260009913065,1.0,0.8245614035087719,0.9021264425932839,1.0,0.9500000000000001,0.9654928204554452,1.0,1.0,0.9767649593126151,1.0,0.949169110459433,0.9719074108084981,1.0,0.8265139116202945,0.9485025584518433,0.9880239520958084,0.8919654258080237,0.9454131709983989,0.9986693280106453
