timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 14:43:29,0,39,1.0,0.9449429393847624,1.0,1.0,0.9449429393847624,1.0
