Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9849,1.0000,0.7484
1,cable,100.00,0.9904,0.9792,0.9949,0.6227
2,capsule,100.00,0.9593,0.9863,0.9902,0.3864
3,carpet,100.00,0.9924,0.9883,0.9978,0.5202
4,grid,100.00,0.9875,0.9764,0.9956,0.2616
5,hazelnut,100.00,0.9996,0.9865,0.9998,0.5533
6,leather,100.00,1.0000,0.9935,1.0000,0.4479
7,metal_nut,100.00,1.0000,0.9753,1.0000,0.7785
8,pill,100.00,0.9902,0.9896,0.9983,0.8112
9,screw,100.00,0.9082,0.9792,0.9632,0.2220
10,tile,100.00,1.0000,0.9638,1.0000,0.6663
11,toothbrush,100.00,0.9139,0.9816,0.9620,0.4578
12,transistor,100.00,0.9950,0.9761,0.9917,0.6882
13,wood,100.00,0.9904,0.9441,0.9970,0.4680
14,zipper,100.00,0.9924,0.9744,0.9980,0.3590
Mean,Overall,100.00,0.9813*,0.9786*,0.9926*,0.5328*
