Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9838,1.0000,0.7422
1,cable,100.00,0.9814,0.9718,0.9904,0.6036
2,capsule,100.00,0.9533,0.9868,0.9893,0.3974
3,carpet,100.00,0.9968,0.9904,0.9990,0.6439
4,grid,100.00,0.9875,0.9758,0.9956,0.2614
5,hazelnut,100.00,0.9989,0.9873,0.9994,0.5892
6,leather,100.00,1.0000,0.9944,1.0000,0.4888
7,metal_nut,100.00,1.0000,0.9723,1.0000,0.7874
8,pill,100.00,0.9888,0.9897,0.9981,0.8016
9,screw,100.00,0.9217,0.9781,0.9706,0.2213
10,tile,100.00,1.0000,0.9700,1.0000,0.7271
11,toothbrush,100.00,0.9222,0.9838,0.9682,0.5634
12,transistor,100.00,0.9925,0.9680,0.9880,0.6523
13,wood,100.00,0.9746,0.9453,0.9913,0.5103
14,zipper,100.00,0.9890,0.9753,0.9970,0.3796
Mean,Overall,100.00,0.9804*,0.9782*,0.9925*,0.5580*
