timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-13 12:16:22,8,59,0.565079365079365,0.37283587156952325,1.0,0.5267991004497751,0.47624801629463787,1.0,0.5165536497806142,0.6278216882793218,1.0,0.536115569823435,0.5797899677903704,1.0,0.5964912280701754,0.5088089529089402,1.0,0.40535714285714286,0.690077101660506,1.0,0.6056385869565216,0.6844775436245868,1.0,0.5043988269794721,0.3950238268220902,1.0,0.6012002182214948,0.5889200835772138,1.0,0.5397370764686662,0.5471114502807989,1.0
