timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-13 13:18:56,5,59,0.6634920634920635,0.21950031631230968,1.0,0.5922038980509745,0.5858990486984905,1.0,0.6226565616274432,0.4338858199112522,1.0,0.5116372391653291,0.269284212199117,1.0,0.7176274018379281,0.5653636813658307,1.0,0.9807142857142858,0.9431131577434086,1.0,0.6813885749813373,0.5028410393717349,1.0
