Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9826,1.0000,0.7065
1,cable,100.00,0.9903,0.9800,0.9953,0.6337
2,capsule,100.00,0.9701,0.9857,0.9927,0.3642
3,carpet,100.00,0.9956,0.9866,0.9987,0.4571
4,grid,100.00,0.9883,0.9758,0.9959,0.2410
5,hazelnut,100.00,0.9989,0.9854,0.9994,0.5086
6,leather,100.00,1.0000,0.9917,1.0000,0.3944
7,metal_nut,100.00,1.0000,0.9728,1.0000,0.7614
8,pill,100.00,0.9940,0.9886,0.9989,0.7648
9,screw,100.00,0.8979,0.9815,0.9572,0.1983
10,tile,100.00,1.0000,0.9583,1.0000,0.5610
11,toothbrush,100.00,0.9167,0.9824,0.9640,0.4162
12,transistor,100.00,0.9917,0.9768,0.9857,0.6790
13,wood,100.00,0.9939,0.9355,0.9981,0.3992
14,zipper,100.00,0.9887,0.9753,0.9970,0.3567
Mean,Overall,100.00,0.9817*,0.9773*,0.9922*,0.4961*
