timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-07 10:12:10,4,59,1.0,0.9825569187689723,1.0,0.9902548725637181,0.9800431198267756,1.0,0.9700837654567211,0.9857171682107061,1.0,0.9955858747993579,0.9866279662562079,1.0,0.9883040935672514,0.9758333192492729,1.0,0.9888457212774098,0.9821556984623869,1.0
