timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-08 10:32:23,2,59,1.0,0.9846037612548156,1.0,0.9790104947526237,0.9713043701752776,1.0,0.9509373753490227,0.9862913049239667,1.0,0.976649290033882,0.9807331454513534,1.0
