Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9846,1.0000,0.7624
1,cable,100.00,0.9790,0.9713,0.9894,0.5694
2,capsule,100.00,0.9509,0.9863,0.9887,0.3924
3,carpet,100.00,0.9944,0.9908,0.9984,0.6592
4,grid,100.00,0.9883,0.9751,0.9959,0.2629
5,hazelnut,100.00,0.9996,0.9864,0.9998,0.5922
6,leather,100.00,1.0000,0.9952,1.0000,0.5405
7,metal_nut,100.00,1.0000,0.9726,1.0000,0.7759
8,pill,100.00,0.9880,0.9895,0.9979,0.8010
9,screw,100.00,0.9276,0.9725,0.9723,0.2230
10,tile,100.00,1.0000,0.9702,1.0000,0.7079
11,toothbrush,100.00,0.8944,0.9799,0.9536,0.5453
12,transistor,100.00,0.9888,0.9718,0.9801,0.6609
13,wood,100.00,0.9807,0.9477,0.9935,0.5356
14,zipper,100.00,0.9924,0.9745,0.9980,0.3761
Mean,Overall,100.00,0.9789*,0.9779*,0.9912*,0.5603*
