Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9803,1.0000,0.6600
1,cable,100.00,0.9805,0.9725,0.9900,0.6470
2,capsule,100.00,0.9505,0.9872,0.9886,0.3893
3,carpet,100.00,0.9936,0.9874,0.9981,0.5410
4,grid,100.00,0.9916,0.9721,0.9972,0.2399
5,hazelnut,100.00,0.9989,0.9870,0.9994,0.5749
6,leather,100.00,1.0000,0.9900,1.0000,0.3368
7,metal_nut,100.00,1.0000,0.9754,1.0000,0.8247
8,pill,100.00,0.9845,0.9882,0.9974,0.8191
9,screw,100.00,0.9209,0.9827,0.9705,0.2239
10,tile,100.00,1.0000,0.9661,1.0000,0.7169
11,toothbrush,100.00,0.8917,0.9849,0.9527,0.5311
12,transistor,100.00,0.9933,0.9489,0.9894,0.6270
13,wood,100.00,0.9737,0.9375,0.9906,0.4409
14,zipper,100.00,0.9845,0.9757,0.9957,0.3678
Mean,Overall,100.00,0.9776*,0.9757*,0.9913*,0.5294*
