timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-08 02:52:06,4,59,1.0,0.9802863498873647,1.0,0.9805097451274363,0.972473630402103,1.0,0.950538492221779,0.9871707272379714,1.0,0.9935794542536116,0.9873862801222039,1.0,0.9916457811194653,0.972144836405839,1.0,0.9832546945444586,0.9798923648110964,1.0
