Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9841,1.0000,0.7469
1,cable,100.00,0.9888,0.9758,0.9935,0.6554
2,capsule,100.00,0.9529,0.9865,0.9893,0.4209
3,carpet,100.00,0.9940,0.9900,0.9982,0.6400
4,grid,100.00,0.9833,0.9767,0.9944,0.2615
5,hazelnut,100.00,0.9996,0.9874,0.9998,0.5948
6,leather,100.00,1.0000,0.9936,1.0000,0.4582
7,metal_nut,100.00,1.0000,0.9719,1.0000,0.7609
8,pill,100.00,0.9907,0.9895,0.9985,0.8095
9,screw,100.00,0.9125,0.9769,0.9635,0.2267
10,tile,100.00,1.0000,0.9694,1.0000,0.7167
11,toothbrush,100.00,0.8889,0.9846,0.9478,0.6123
12,transistor,100.00,0.9954,0.9669,0.9923,0.6478
13,wood,100.00,0.9825,0.9419,0.9945,0.4812
14,zipper,100.00,0.9884,0.9745,0.9968,0.3539
Mean,Overall,100.00,0.9785*,0.9780*,0.9912*,0.5591*
