Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,0.9968,0.9715,0.9990,0.6284
0,cable,100.00,0.6763,0.4323,0.7783,0.1029
0,capsule,100.00,0.7595,0.8584,0.9279,0.2858
0,carpet,100.00,0.7689,0.9677,0.9228,0.2883
0,grid,100.00,0.3784,0.4974,0.6753,0.0094
1,hazelnut,100.00,0.9943,0.9483,0.9968,0.4444
1,leather,100.00,0.8261,0.9846,0.9332,0.2363
1,metal_nut,100.00,0.9223,0.8496,0.9792,0.4290
1,pill,100.00,0.9111,0.9119,0.9837,0.4543
1,screw,100.00,0.7094,0.7609,0.8684,0.0405
2,tile,100.00,0.8867,0.5825,0.9565,0.1859
2,toothbrush,100.00,0.6694,0.4984,0.8086,0.0957
2,transistor,100.00,0.7679,0.6580,0.6834,0.2191
2,wood,100.00,0.9044,0.7783,0.9607,0.2539
2,zipper,100.00,0.8621,0.9673,0.9469,0.2867
Mean,Overall,100.00,0.8022*,0.7778*,0.8947*,0.2640*
