Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9826,1.0000,0.6967
1,cable,100.00,0.9869,0.9764,0.9935,0.5660
2,capsule,100.00,0.9497,0.9840,0.9881,0.3972
3,carpet,100.00,0.9908,0.9880,0.9974,0.5540
4,grid,100.00,0.9850,0.9729,0.9947,0.2487
5,hazelnut,100.00,1.0000,0.9863,1.0000,0.5709
6,leather,100.00,1.0000,0.9911,1.0000,0.3818
7,metal_nut,100.00,1.0000,0.9748,1.0000,0.7775
8,pill,100.00,0.9858,0.9893,0.9976,0.8241
9,screw,100.00,0.9024,0.9618,0.9612,0.2046
10,tile,100.00,1.0000,0.9641,1.0000,0.6820
11,toothbrush,100.00,0.9000,0.9809,0.9568,0.5005
12,transistor,100.00,0.9937,0.9722,0.9904,0.6592
13,wood,100.00,0.9833,0.9366,0.9949,0.4769
14,zipper,100.00,0.9774,0.9712,0.9933,0.3121
Mean,Overall,100.00,0.9770*,0.9755*,0.9912*,0.5235*
