timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 11:33:23,11,39,0.22894021739130435,0.8118377309214085,1.0,0.8220551378446115,0.9013326139619023,1.0,0.7295833333333334,0.9124239696131541,1.0,0.8784109149277688,0.9371814695997961,1.0,0.9235819327731092,0.9134553996638106,1.0,0.9475,0.9726357483533835,1.0,0.7972222222222223,0.9474653136663153,0.9761904761904762,0.9315738025415445,0.9698704893835716,1.0,0.4968231194916991,0.8719959605468296,1.0,0.9798245614035088,0.901943612664375,1.0,0.9992784992784993,0.8759712594747503,1.0,0.693657758276825,0.9520935703185054,1.0,0.7857042916237021,0.9140172615139835,0.998015873015873
