timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 11:27:24,9,39,0.5451766304347826,0.9005040549475857,1.0,0.8345864661654135,0.9138221457981687,1.0,0.75125,0.9167886135381624,1.0,0.9245585874799358,0.9498427724472975,1.0,0.9285714285714286,0.8891660582849316,1.0,0.9582142857142858,0.9742730447803465,1.0,0.8055555555555556,0.9471409786010426,0.9761904761904762,0.9354838709677419,0.9723264541987875,1.0,0.5087108013937283,0.8773196535337887,1.0,0.9798245614035088,0.9008529786531838,1.0,0.817193218768638,0.9242036754783294,0.9976190476190476
