timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 11:18:53,6,39,0.9904891304347826,0.9625038814839618,1.0,0.8554720133667502,0.9214771621022217,1.0,0.7587500000000001,0.9168726216004518,1.0,0.9719101123595505,0.961762721266053,1.0,0.934611344537815,0.8726378509372557,1.0,0.965,0.9738105650349169,1.0,0.7972222222222223,0.948246457056958,0.9761904761904762,0.8962078318458744,0.9367587513545456,0.9965986394557823
