timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 11:21:11,7,39,0.9422554347826086,0.9542306047161284,1.0,0.8471177944862155,0.92003779627542,1.0,0.7483333333333335,0.9171057956668804,1.0,0.9662921348314607,0.9595468248825915,1.0,0.9277836134453782,0.8726981917313434,1.0,0.9657142857142859,0.974706690251812,1.0,0.8222222222222222,0.9493508257568138,0.9761904761904762,0.9428152492668621,0.9741012584061718,1.0,0.8953167585102959,0.9402222484608952,0.9970238095238095
