timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 11:43:53,14,39,0.07065217391304347,0.6610533491174284,1.0,0.7919799498746867,0.8663363334227437,1.0,0.6941666666666668,0.8905632545816106,1.0,0.8089887640449437,0.9002668862415295,1.0,0.8337710084033614,0.9142552945405112,1.0,0.91,0.9672065038321986,1.0,0.7944444444444444,0.9480074919130056,0.9761904761904762,0.9374389051808407,0.9669834296572718,1.0,0.4455831112932978,0.8548648580381965,1.0,0.9789473684210526,0.8983425884561245,1.0,0.9996392496392497,0.8691179671671423,1.0,0.6980454726765057,0.9519130762031107,1.0,0.795417348608838,0.9540976836898049,0.9880239520958084,0.8161544227886056,0.9098780562038477,1.0,0.9984126984126984,0.96006545140098,1.0,0.771576105624549,0.9008634816310337,0.9976142952190856
