timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 11:17:40,5,39,0.9921875,0.9651168964523444,1.0,0.8554720133667502,0.9211749470903519,1.0,0.7583333333333333,0.9149957500924683,1.0,0.9707062600321027,0.9626294403999771,1.0,0.9298844537815126,0.8711727372432554,1.0,0.965,0.9735594808817566,1.0,0.9119305934189498,0.9347748753600255,1.0
