timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 11:14:08,4,39,0.9952445652173914,0.9680074900357982,1.0,0.8563074352548037,0.9158083259746117,1.0,0.7604166666666666,0.9198110876765228,1.0,0.9727126805778491,0.963273482683116,1.0,0.9296218487394958,0.8692642916084231,1.0,0.9028606392912414,0.9272329355956943,1.0
