timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 11:24:29,8,39,0.7768342391304348,0.9382585352573016,1.0,0.8345864661654135,0.9175455522774454,1.0,0.74875,0.9162862624575324,1.0,0.9506420545746389,0.9546782351088348,1.0,0.926733193277311,0.8838759518367033,1.0,0.9642857142857144,0.975445695990172,1.0,0.8055555555555556,0.9481424392722849,0.9761904761904762,0.9393939393939394,0.9746339925731855,1.0,0.4929288788686206,0.8746829671324615,1.0,0.8266344490279587,0.9315055146562136,0.9973544973544973
