timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 11:30:20,10,39,0.4093070652173913,0.8683206938486301,1.0,0.8320802005012531,0.9082935775742239,1.0,0.7391666666666666,0.9138449677204633,1.0,0.9004815409309791,0.9445147838028134,1.0,0.9267331932773109,0.896921295673983,1.0,0.9439285714285715,0.9722368885491012,1.0,0.8055555555555556,0.9465414970862038,0.9761904761904762,0.9335288367546432,0.9711262322053893,1.0,0.5058413609346177,0.869783320489083,1.0,0.9798245614035088,0.9014038695293207,1.0,0.9992784992784993,0.8749660405988491,1.0,0.8159750956317271,0.915268469734369,0.9978354978354979
