timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 11:36:55,12,39,0.10563858695652174,0.7266242871131363,1.0,0.7894736842105263,0.8969103266945135,1.0,0.7383333333333333,0.902917639620507,1.0,0.8475120385232745,0.9279573717500432,1.0,0.8986344537815126,0.9188616481821494,1.0,0.9385714285714286,0.9711121734502015,1.0,0.7861111111111111,0.9475349702308631,0.9761904761904762,0.9408602150537635,0.970402845460463,1.0,0.47427751588440253,0.8709752257475788,1.0,0.9763157894736842,0.9013169187328958,1.0,0.9996392496392497,0.8716380232741248,1.0,0.710410849621061,0.9533634899307551,1.0,0.8109656301145661,0.9556676131445909,0.9880239520958084,0.7705187604826489,0.908867887179371,0.9972472637143296
