timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 06:55:35,8,79,0.9009999999999999,0.8868285331311538,1.0,0.8716666666666667,0.9609493378905936,1.0,0.9770000000000001,0.9813294377097781,1.0,0.9318,0.945875662991808,1.0,0.934,0.9363362959394611,1.0,0.8758999999999999,0.9093989095706895,1.0,0.6718999999999999,0.8045457068487252,1.0,0.9544999999999999,0.9835242922251137,1.0,0.9116000000000001,0.9598080719486116,1.0,0.8921518518518519,0.9298440275839928,1.0
