timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 06:17:17,5,79,0.9009999999999999,0.8868285331311538,1.0,0.8716666666666667,0.9609493378905936,1.0,0.9770000000000001,0.9813294377097781,1.0,0.9318,0.945875662991808,1.0,0.934,0.9363362959394611,1.0,0.8758999999999999,0.9093989095706895,1.0,0.9152277777777776,0.9367863628722474,1.0
