Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9643,1.0000,0.4541
1,cable,100.00,0.9918,0.9751,0.9955,0.6606
2,capsule,100.00,0.9513,0.9854,0.9884,0.3584
3,carpet,100.00,0.9868,0.9808,0.9962,0.4076
4,grid,100.00,0.9875,0.9757,0.9960,0.2036
5,hazelnut,100.00,1.0000,0.9842,1.0000,0.4983
6,leather,100.00,1.0000,0.9815,1.0000,0.2225
7,metal_nut,100.00,1.0000,0.9848,1.0000,0.8746
8,pill,100.00,0.9825,0.9882,0.9970,0.8062
9,screw,100.00,0.9006,0.9830,0.9628,0.2074
10,tile,100.00,1.0000,0.9579,1.0000,0.6775
11,toothbrush,100.00,0.9111,0.9809,0.9615,0.4476
12,transistor,100.00,1.0000,0.9690,1.0000,0.6619
13,wood,100.00,0.9912,0.9228,0.9973,0.3287
14,zipper,100.00,0.9932,0.9743,0.9983,0.3209
Mean,Overall,100.00,0.9797*,0.9739*,0.9929*,0.4753*
