class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
leather,0,1.0,0.9795689225090517,False,1.0
grid,1,0.7677527151211362,0.930819211677847,False,1.0
transistor,2,0.6408333333333334,0.8409246022583854,True,1.0
Average,,0.8028620161514898,0.9171042454817613,,1.0
Task_0_Average,0,1.0,0.9795689225090517,,1.0
Task_1_Average,1,0.7677527151211362,0.930819211677847,,1.0
Task_2_Average,2,0.6408333333333334,0.8409246022583854,,1.0
