metric,value
experiment_name,baseline_v3_embed_fix_jacobian_fix_soft_ln_init_scale_0.01
strategy,MoLE-Flow
final_average_img_auc,0.8028620161514898
final_average_pixel_auc,0.9171042454817613
final_average_img_ap,0.8149894485758526
final_average_pixel_ap,0.19684982826138783
total_classes,3
total_tasks,3
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,1.0
leather_pixel_auc,0.9795689225090517
leather_img_ap,1.0000000000000002
leather_pixel_ap,0.18828572800811638
grid_img_auc,0.7677527151211362
grid_pixel_auc,0.930819211677847
grid_img_ap,0.8943794013131856
grid_pixel_ap,0.18566582417795122
transistor_img_auc,0.6408333333333334
transistor_pixel_auc,0.8409246022583854
transistor_img_ap,0.5505889444143722
transistor_pixel_ap,0.2165979325980959
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
oracle_mean_img_auc,0.8028620161514898
oracle_mean_pixel_auc,0.9171042454817613
