timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 12:21:35,11,39,0.2865079365079365,0.13123963831640667,1.0,0.7181409295352322,0.8008609598741193,1.0,0.5097726366174711,0.7647637440672083,1.0,0.8013643659711076,0.9167991952122532,1.0,0.7685881370091896,0.9018769200735053,1.0,0.9514285714285715,0.9688600084635749,1.0,0.9972826086956521,0.9636368179373187,1.0,0.924731182795699,0.9699163023032651,1.0,0.817785051827605,0.9487604054029286,0.9880239520958084,0.49825783972125437,0.8633286661751892,1.0,0.998917748917749,0.8743488185690181,1.0,0.7666666666666667,0.9448412945840395,0.9761904761904762,0.7532869729745113,0.8374360642482355,0.997017869023857
