timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-02 01:11:54,10,59,1.0,0.9648203257931606,1.0,0.9928785607196402,0.9747398909981505,1.0,0.957718388512166,0.9853473292820438,1.0,0.9855537720706259,0.9818715440391775,1.0,0.9866332497911445,0.9753511638292411,1.0,1.0,0.9847238591375429,1.0,1.0,0.9818687691134129,1.0,1.0,0.9844131046010629,1.0,0.9830878341516639,0.9882098598233017,1.0,0.8985447837671654,0.9829873192333398,1.0,1.0,0.9576094098971742,1.0,0.9822196899102188,0.9783584159770552,1.0
