Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9648,1.0000,0.4592
1,cable,100.00,0.9929,0.9747,0.9960,0.6561
2,capsule,100.00,0.9577,0.9853,0.9902,0.3489
3,carpet,100.00,0.9856,0.9819,0.9959,0.4210
4,grid,100.00,0.9866,0.9754,0.9957,0.1990
5,hazelnut,100.00,1.0000,0.9847,1.0000,0.5076
6,leather,100.00,1.0000,0.9819,1.0000,0.2331
7,metal_nut,100.00,1.0000,0.9844,1.0000,0.8712
8,pill,100.00,0.9831,0.9882,0.9971,0.8064
9,screw,100.00,0.8985,0.9830,0.9609,0.2077
10,tile,100.00,1.0000,0.9576,1.0000,0.6795
11,toothbrush,100.00,0.9111,0.9811,0.9615,0.4359
12,transistor,100.00,1.0000,0.9669,1.0000,0.6562
13,wood,100.00,0.9912,0.9214,0.9973,0.3252
14,zipper,100.00,0.9947,0.9744,0.9987,0.3144
Mean,Overall,100.00,0.9801*,0.9737*,0.9929*,0.4748*
