Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9838,1.0000,0.7426
1,cable,100.00,0.9818,0.9708,0.9907,0.5907
2,capsule,100.00,0.9469,0.9860,0.9873,0.4049
3,carpet,100.00,0.9976,0.9905,0.9993,0.6426
4,grid,100.00,0.9925,0.9764,0.9973,0.2644
5,hazelnut,100.00,0.9993,0.9867,0.9996,0.5840
6,leather,100.00,1.0000,0.9941,1.0000,0.4717
7,metal_nut,100.00,1.0000,0.9710,1.0000,0.7809
8,pill,100.00,0.9861,0.9896,0.9976,0.8009
9,screw,100.00,0.9151,0.9766,0.9679,0.2174
10,tile,100.00,1.0000,0.9702,1.0000,0.7040
11,toothbrush,100.00,0.9222,0.9833,0.9686,0.5646
12,transistor,100.00,0.9937,0.9686,0.9905,0.6581
13,wood,100.00,0.9737,0.9445,0.9906,0.5008
14,zipper,100.00,0.9853,0.9741,0.9959,0.3687
Mean,Overall,100.00,0.9796*,0.9777*,0.9924*,0.5531*
