timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-07 14:24:21,0,59,1.0,0.9837895043011652,1.0,1.0,0.9837895043011652,1.0
