Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9833,1.0000,0.7282
1,cable,100.00,0.9886,0.9767,0.9939,0.6181
2,capsule,100.00,0.9645,0.9864,0.9916,0.4078
3,carpet,100.00,0.9972,0.9893,0.9991,0.6148
4,grid,100.00,0.9833,0.9766,0.9942,0.2515
5,hazelnut,100.00,1.0000,0.9861,1.0000,0.5727
6,leather,100.00,1.0000,0.9923,1.0000,0.4039
7,metal_nut,100.00,1.0000,0.9755,1.0000,0.7930
8,pill,100.00,0.9907,0.9894,0.9984,0.8072
9,screw,100.00,0.9166,0.9831,0.9665,0.2131
10,tile,100.00,1.0000,0.9687,1.0000,0.6959
11,toothbrush,100.00,0.9056,0.9852,0.9587,0.5469
12,transistor,100.00,0.9887,0.9694,0.9782,0.6525
13,wood,100.00,0.9860,0.9385,0.9955,0.4315
14,zipper,100.00,0.9903,0.9752,0.9974,0.3527
Mean,Overall,100.00,0.9808*,0.9784*,0.9916*,0.5393*
