timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 04:11:56,5,59,0.7182539682539683,0.1253391653311494,0.0,0.568215892053973,0.5401613044329562,0.0,0.6262465097726366,0.11014050963281165,0.022727272727272728,0.982744783306581,0.8641878813267265,0.8547008547008547,0.9699248120300752,0.9589318475993386,1.0,0.3789285714285714,0.07199972573720763,0.0,0.7073857561409675,0.4451267390100317,0.3129046879046879
