Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,1.0000,0.9689,1.0000,0.1413
1,grid,100.00,0.7335,0.8650,0.8559,0.0877
2,transistor,100.00,0.7163,0.8972,0.6353,0.3802
3,screw,100.00,0.4521,0.9011,0.7264,0.0141
Mean,Overall,100.00,0.7255*,0.9080*,0.8044*,0.1558*
