timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-08 11:13:47,9,59,1.0,0.984746774343279,1.0,0.9790104947526237,0.9700555535539913,1.0,0.9489429597128042,0.9860841647749258,1.0,0.9947833065810594,0.9907088337929773,1.0,0.9883040935672516,0.9751749001872912,1.0,0.9996428571428572,0.9862263551569623,1.0,1.0,0.9949959008058132,1.0,1.0,0.9729781665604096,1.0,0.9879978177850518,0.9892762395760814,1.0,0.9235499077679853,0.9692932060729357,1.0,0.9822231437309632,0.9819540094824667,1.0
