Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9847,1.0000,0.7658
1,cable,100.00,0.9790,0.9701,0.9894,0.5640
2,capsule,100.00,0.9489,0.9861,0.9882,0.3979
3,carpet,100.00,0.9948,0.9907,0.9985,0.6607
4,grid,100.00,0.9883,0.9752,0.9960,0.2655
5,hazelnut,100.00,0.9996,0.9862,0.9998,0.5861
6,leather,100.00,1.0000,0.9950,1.0000,0.5302
7,metal_nut,100.00,1.0000,0.9730,1.0000,0.7818
8,pill,100.00,0.9880,0.9893,0.9979,0.8018
9,screw,100.00,0.9235,0.9693,0.9703,0.2271
10,tile,100.00,1.0000,0.9704,1.0000,0.7132
11,toothbrush,100.00,0.8889,0.9788,0.9518,0.5495
12,transistor,100.00,0.9892,0.9712,0.9807,0.6589
13,wood,100.00,0.9825,0.9473,0.9941,0.5370
14,zipper,100.00,0.9913,0.9741,0.9977,0.3739
Mean,Overall,100.00,0.9783*,0.9774*,0.9910*,0.5609*
