Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9645,1.0000,0.4557
1,cable,100.00,0.9927,0.9750,0.9959,0.6580
2,capsule,100.00,0.9509,0.9855,0.9884,0.3533
3,carpet,100.00,0.9856,0.9816,0.9959,0.4202
4,grid,100.00,0.9875,0.9753,0.9960,0.1997
5,hazelnut,100.00,1.0000,0.9845,1.0000,0.5023
6,leather,100.00,1.0000,0.9815,1.0000,0.2295
7,metal_nut,100.00,1.0000,0.9844,1.0000,0.8712
8,pill,100.00,0.9820,0.9883,0.9969,0.8072
9,screw,100.00,0.8983,0.9829,0.9612,0.2074
10,tile,100.00,1.0000,0.9574,1.0000,0.6757
11,toothbrush,100.00,0.9111,0.9810,0.9615,0.4364
12,transistor,100.00,1.0000,0.9675,1.0000,0.6563
13,wood,100.00,0.9912,0.9211,0.9973,0.3218
14,zipper,100.00,0.9950,0.9747,0.9988,0.3169
Mean,Overall,100.00,0.9796*,0.9737*,0.9928*,0.4741*
