timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 19:23:58,4,129,0.8907999999999999,0.8962495386402703,1.0,0.8688333333333333,0.9740722494499349,1.0,0.9674,0.9837677125102832,1.0,0.9211999999999999,0.9428523799351632,1.0,0.9022,0.9445693943783813,1.0,0.9100866666666667,0.9483022549828066,1.0
