Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,1.0000,0.9734,1.0000,0.1637
1,grid,100.00,0.7686,0.8840,0.8986,0.1099
2,transistor,100.00,0.7096,0.8860,0.6272,0.3322
Mean,Overall,100.00,0.8261*,0.9145*,0.8419*,0.2019*
