Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9844,1.0000,0.7479
1,cable,100.00,0.9500,0.9258,0.9735,0.5550
2,capsule,100.00,0.7982,0.9834,0.9516,0.4444
3,carpet,100.00,0.9944,0.9904,0.9984,0.6134
4,grid,100.00,0.8914,0.9259,0.9622,0.2222
5,hazelnut,100.00,0.9964,0.9814,0.9981,0.5569
6,leather,100.00,1.0000,0.9931,1.0000,0.4264
7,metal_nut,100.00,0.9848,0.8857,0.9967,0.5736
8,pill,100.00,0.9482,0.9875,0.9898,0.8236
9,screw,100.00,0.6573,0.9218,0.8509,0.0732
10,tile,100.00,1.0000,0.9660,1.0000,0.6053
11,toothbrush,100.00,0.8389,0.9638,0.9426,0.5254
12,transistor,100.00,0.9263,0.7626,0.9220,0.4913
13,wood,100.00,0.9807,0.9455,0.9942,0.5171
14,zipper,100.00,0.9451,0.9658,0.9829,0.3331
Mean,Overall,100.00,0.9274*,0.9455*,0.9709*,0.5006*
