timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-06 19:16:37,3,59,1.0,0.983800428220885,1.0,0.9816341829085456,0.9717635832643735,1.0,0.9525329078579976,0.986769105214696,1.0,0.9971910112359551,0.9903677557697628,1.0,0.9828395255006246,0.9831752181174293,1.0
