Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9823,1.0000,0.7099
1,cable,100.00,0.9893,0.9767,0.9948,0.6211
2,capsule,100.00,0.9725,0.9867,0.9941,0.3919
3,carpet,100.00,0.9956,0.9893,0.9987,0.6193
4,grid,100.00,0.9908,0.9767,0.9969,0.2620
5,hazelnut,100.00,0.9993,0.9868,0.9996,0.5779
6,leather,100.00,1.0000,0.9929,1.0000,0.4363
7,metal_nut,100.00,1.0000,0.9718,1.0000,0.7596
8,pill,100.00,0.9902,0.9898,0.9983,0.8070
9,screw,100.00,0.9170,0.9832,0.9669,0.2253
10,tile,100.00,1.0000,0.9666,1.0000,0.6664
11,toothbrush,100.00,0.9083,0.9848,0.9596,0.5543
12,transistor,100.00,0.9912,0.9687,0.9851,0.6454
13,wood,100.00,0.9886,0.9405,0.9964,0.4611
14,zipper,100.00,0.9929,0.9755,0.9982,0.3547
Mean,Overall,100.00,0.9824*,0.9781*,0.9926*,0.5395*
