timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-03 13:04:20,2,59,1.0,0.9823338500411729,1.0,0.9893178410794603,0.9767001401020527,1.0,0.9724770642201835,0.9866712602774107,1.0,0.9872649684332147,0.9819017501402122,1.0
