timestamp,current_task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-26 08:32:59,0,39,1.0,0.9800615030137292,1.0,-1,-1,-1.0,-1,-1,-1.0,1.0,0.9800615030137292,1.0
2025-12-26 08:34:46,1,39,1.0,0.9803334690228148,1.0,0.7677527151211361,0.9280370062775148,1.0,-1,-1,-1.0,0.883876357560568,0.9541852376501648,1.0
2025-12-26 08:36:27,2,39,1.0,0.9806444235336519,1.0,0.7660818713450293,0.9285357527351829,1.0,0.62625,0.8330281758100375,1.0,0.7974439571150098,0.9140694506929575,1.0
