timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-08 02:34:21,1,59,1.0,0.9837348553738707,1.0,0.983695652173913,0.9716190681832927,1.0,0.9918478260869565,0.9776769617785817,1.0
