Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9837,1.0000,0.7420
1,cable,100.00,0.9837,0.9716,0.9917,0.6000
2,capsule,100.00,0.9509,0.9868,0.9888,0.3957
3,carpet,100.00,0.9952,0.9904,0.9986,0.6478
4,grid,100.00,0.9858,0.9756,0.9953,0.2606
5,hazelnut,100.00,0.9996,0.9873,0.9998,0.5903
6,leather,100.00,1.0000,0.9944,1.0000,0.4906
7,metal_nut,100.00,1.0000,0.9723,1.0000,0.7874
8,pill,100.00,0.9875,0.9897,0.9978,0.8015
9,screw,100.00,0.9127,0.9782,0.9668,0.2220
10,tile,100.00,1.0000,0.9700,1.0000,0.7262
11,toothbrush,100.00,0.9278,0.9838,0.9696,0.5632
12,transistor,100.00,0.9975,0.9678,0.9962,0.6515
13,wood,100.00,0.9798,0.9451,0.9933,0.5120
14,zipper,100.00,0.9898,0.9753,0.9973,0.3792
Mean,Overall,100.00,0.9807*,0.9781*,0.9930*,0.5580*
