timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-03 02:01:18,0,59,1.0,0.9802265317230966,1.0,1.0,0.9802265317230966,1.0
