Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9775,1.0000,0.5962
1,cable,100.00,0.9908,0.9749,0.9950,0.6482
2,capsule,100.00,0.9545,0.9862,0.9896,0.3707
3,carpet,100.00,0.9896,0.9867,0.9971,0.5641
4,grid,100.00,0.9866,0.9751,0.9956,0.2429
5,hazelnut,100.00,1.0000,0.9867,1.0000,0.5756
6,leather,100.00,1.0000,0.9881,1.0000,0.3113
7,metal_nut,100.00,1.0000,0.9813,1.0000,0.8397
8,pill,100.00,0.9790,0.9891,0.9964,0.8213
9,screw,100.00,0.8918,0.9801,0.9590,0.2114
10,tile,100.00,1.0000,0.9635,1.0000,0.6745
11,toothbrush,100.00,0.9250,0.9841,0.9680,0.5183
12,transistor,100.00,1.0000,0.9606,1.0000,0.6537
13,wood,100.00,0.9886,0.9301,0.9965,0.4010
14,zipper,100.00,0.9884,0.9752,0.9970,0.3225
Mean,Overall,100.00,0.9796*,0.9760*,0.9930*,0.5168*
