timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-30 02:14:53,0,39,1.0,0.9422867896545135,1.0,1.0,0.9422867896545135,1.0
