class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
leather,0,0.9996603260869565,0.9012818638399176,False,1.0
grid,1,0.9949874686716792,0.9730105767775852,False,1.0
transistor,2,0.8541666666666667,0.9193385553670747,False,1.0
carpet,3,0.9915730337078652,0.979795579637372,False,1.0
zipper,4,0.9398634453781513,0.8529804666368276,False,1.0
hazelnut,5,0.8996428571428572,0.9647832599749394,False,1.0
toothbrush,6,0.6944444444444445,0.8772013021354614,False,1.0
metal_nut,7,0.9628543499511242,0.9170297995736453,False,1.0
screw,8,0.6741135478581677,0.8099680375912408,False,1.0
wood,9,0.886842105263158,0.871113841876875,False,1.0
tile,10,0.9996392496392497,0.8797636755216366,True,1.0
Average,,0.8997988631645746,0.9042060871756888,,1.0
Task_0_Average,0,0.9996603260869565,0.9012818638399176,,1.0
Task_1_Average,1,0.9949874686716792,0.9730105767775852,,1.0
Task_2_Average,2,0.8541666666666667,0.9193385553670747,,1.0
Task_3_Average,3,0.9915730337078652,0.979795579637372,,1.0
Task_4_Average,4,0.9398634453781513,0.8529804666368276,,1.0
Task_5_Average,5,0.8996428571428572,0.9647832599749394,,1.0
Task_6_Average,6,0.6944444444444445,0.8772013021354614,,1.0
Task_7_Average,7,0.9628543499511242,0.9170297995736453,,1.0
Task_8_Average,8,0.6741135478581677,0.8099680375912408,,1.0
Task_9_Average,9,0.886842105263158,0.871113841876875,,1.0
Task_10_Average,10,0.9996392496392497,0.8797636755216366,,1.0
