timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-25 04:12:27,6,39,0.9996603260869565,0.9012818638399176,1.0,0.9949874686716792,0.9730105767775852,1.0,0.8541666666666667,0.9193385553670747,1.0,0.9915730337078652,0.979795579637372,1.0,0.9398634453781513,0.8529804666368276,1.0,0.8996428571428572,0.9647832599749394,1.0,0.6944444444444445,0.8772013021354614,1.0,0.9106197488712315,0.924055943481311,1.0
