Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,0.9997,0.9013,0.9999,0.1426
1,grid,100.00,0.9950,0.9730,0.9982,0.2471
2,transistor,100.00,0.8542,0.9193,0.8565,0.4389
3,carpet,100.00,0.9916,0.9798,0.9975,0.3575
4,zipper,100.00,0.9399,0.8530,0.9819,0.2154
5,hazelnut,100.00,0.8996,0.9648,0.9531,0.5307
6,toothbrush,100.00,0.6944,0.8772,0.8688,0.1310
7,metal_nut,100.00,0.9629,0.9170,0.9915,0.5313
8,screw,100.00,0.6741,0.8100,0.8433,0.0163
9,wood,100.00,0.8868,0.8711,0.9619,0.4872
10,tile,100.00,0.9996,0.8798,0.9999,0.4223
11,capsule,100.00,0.7998,0.9243,0.9466,0.2759
12,pill,100.00,0.8562,0.9440,0.9705,0.5442
13,cable,100.00,0.9157,0.9055,0.9488,0.5495
14,bottle,100.00,0.9873,0.9300,0.9963,0.4004
Mean,Overall,100.00,0.8971*,0.9100*,0.9543*,0.3527*
