timestamp,current_task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-25 03:41:17,0,39,0.9996603260869565,0.9012818638399176,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9996603260869565,0.9012818638399176,1.0
2025-12-25 03:46:15,1,39,0.9996603260869565,0.9012818638399176,1.0,0.9949874686716792,0.9730105767775852,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9973238973793179,0.9371462203087514,1.0
2025-12-25 03:50:39,2,39,0.9996603260869565,0.9012818638399176,1.0,0.9949874686716792,0.9730105767775852,1.0,0.8541666666666667,0.9193385553670747,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9496048204751008,0.9312103319948591,1.0
2025-12-25 03:56:25,3,39,0.9996603260869565,0.9012818638399176,1.0,0.9949874686716792,0.9730105767775852,1.0,0.8541666666666667,0.9193385553670747,1.0,0.9915730337078652,0.979795579637372,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9600968737832919,0.9433566439054873,1.0
2025-12-25 04:01:48,4,39,0.9996603260869565,0.9012818638399176,1.0,0.9949874686716792,0.9730105767775852,1.0,0.8541666666666667,0.9193385553670747,1.0,0.9915730337078652,0.979795579637372,1.0,0.9398634453781513,0.8529804666368276,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9560501881022638,0.9252814084517554,1.0
2025-12-25 04:10:05,5,39,0.9996603260869565,0.9012818638399176,1.0,0.9949874686716792,0.9730105767775852,1.0,0.8541666666666667,0.9193385553670747,1.0,0.9915730337078652,0.979795579637372,1.0,0.9398634453781513,0.8529804666368276,1.0,0.8996428571428572,0.9647832599749394,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9466489662756961,0.9318650503722861,1.0
2025-12-25 04:12:27,6,39,0.9996603260869565,0.9012818638399176,1.0,0.9949874686716792,0.9730105767775852,1.0,0.8541666666666667,0.9193385553670747,1.0,0.9915730337078652,0.979795579637372,1.0,0.9398634453781513,0.8529804666368276,1.0,0.8996428571428572,0.9647832599749394,1.0,0.6944444444444445,0.8772013021354614,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9106197488712315,0.924055943481311,1.0
2025-12-25 04:17:45,7,39,0.9996603260869565,0.9012818638399176,1.0,0.9949874686716792,0.9730105767775852,1.0,0.8541666666666667,0.9193385553670747,1.0,0.9915730337078652,0.979795579637372,1.0,0.9398634453781513,0.8529804666368276,1.0,0.8996428571428572,0.9647832599749394,1.0,0.6944444444444445,0.8772013021354614,1.0,0.9628543499511242,0.9170297995736453,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9171490740062181,0.9231776754928529,1.0
2025-12-25 04:25:19,8,39,0.9996603260869565,0.9012818638399176,1.0,0.9949874686716792,0.9730105767775852,1.0,0.8541666666666667,0.9193385553670747,1.0,0.9915730337078652,0.979795579637372,1.0,0.9398634453781513,0.8529804666368276,1.0,0.8996428571428572,0.9647832599749394,1.0,0.6944444444444445,0.8772013021354614,1.0,0.9628543499511242,0.9170297995736453,1.0,0.6741135478581677,0.8099680375912408,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8901451266564346,0.9105988268371183,1.0
2025-12-25 04:31:46,9,39,0.9996603260869565,0.9012818638399176,1.0,0.9949874686716792,0.9730105767775852,1.0,0.8541666666666667,0.9193385553670747,1.0,0.9915730337078652,0.979795579637372,1.0,0.9398634453781513,0.8529804666368276,1.0,0.8996428571428572,0.9647832599749394,1.0,0.6944444444444445,0.8772013021354614,1.0,0.9628543499511242,0.9170297995736453,1.0,0.6741135478581677,0.8099680375912408,1.0,0.886842105263158,0.871113841876875,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.889814824517107,0.906650328341094,1.0
