timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-25 04:59:05,13,39,0.9996603260869565,0.9012818638399176,1.0,0.9949874686716792,0.9730105767775852,1.0,0.8541666666666667,0.9193385553670747,1.0,0.9915730337078652,0.979795579637372,1.0,0.9398634453781513,0.8529804666368276,1.0,0.8996428571428572,0.9647832599749394,1.0,0.6944444444444445,0.8772013021354614,1.0,0.9628543499511242,0.9170297995736453,1.0,0.6741135478581677,0.8099680375912408,1.0,0.886842105263158,0.871113841876875,1.0,0.9996392496392497,0.8797636755216366,1.0,0.7997606701236538,0.9243174163749072,1.0,0.8562465902891435,0.9439525766037443,1.0,0.9156671664167915,0.9054709413247625,1.0,0.8906758515457077,0.9085719923739993,1.0
