class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
bottle,0,1.0,0.9826587443980519,False,1.0
cable,1,0.9902548725637181,0.9761495768150206,False,1.0
capsule,2,0.9724770642201835,0.9864910870381844,False,1.0
carpet,3,0.9947833065810594,0.9895629598551469,False,1.0
grid,4,0.9924812030075187,0.9768775590321435,False,1.0
hazelnut,5,0.9992857142857142,0.9868629578143494,False,1.0
leather,6,1.0,0.9932516970545084,True,1.0
Average,,0.9927545943797421,0.9845506545724864,,1.0
Task_0_Average,0,1.0,0.9826587443980519,,1.0
Task_1_Average,1,0.9902548725637181,0.9761495768150206,,1.0
Task_2_Average,2,0.9724770642201835,0.9864910870381844,,1.0
Task_3_Average,3,0.9947833065810594,0.9895629598551469,,1.0
Task_4_Average,4,0.9924812030075187,0.9768775590321435,,1.0
Task_5_Average,5,0.9992857142857142,0.9868629578143494,,1.0
Task_6_Average,6,1.0,0.9932516970545084,,1.0
